"pt_id"	"type"	"prep_no"	"sort_well"	"sort_plate"	"FACS_code"	"uniquely_mapped_percent"	"num_splices"	"num_GCAG_splices"	"insertion_length"	"deletion_length"	"unmapped_tooshort_percent"	"avg_mapped_read_length"	"deletion_rate"	"mismatch_rate"	"avg_input_read_length"	"num_ATAC_splices"	"num_annotated_splices"	"num_GTAG_splices"	"uniquely_mapped"	"multimapped_toomany"	"unmapped_mismatches"	"unmapped_mismatches_percent"	"total_reads"	"unmapped_other"	"insertion_rate"	"unmapped_other_percent"	"multimapped_percent"	"multimapped"	"num_noncanonical_splices"	"unmapped_tooshort"	"multimapped_toomany_percent"	"Assigned"	"Unassigned_Unmapped"	"Unassigned_MappingQuality"	"Unassigned_Chimera"	"Unassigned_FragmentLength"	"Unassigned_Duplicate"	"Unassigned_MultiMapping"	"Unassigned_Secondary"	"Unassigned_NonSplit"	"Unassigned_NoFeatures"	"Unassigned_Overlapping_Length"	"Unassigned_Ambiguity"
"N001_PBMC_43_C3_P1"	"N001"	"PBMC"	43	"C3"	"P1"	"CD56+ CD127-"	49.87	212852	1550	1.31	1.58	27.55	246.86	0.01	0.32	249	311	206612	209896	370006	26	0	0	741970	74	0.01	0.01	22.57	167473	1095	204391	0	243602	0	0	0	0	143888	267354	0	0	67006	0	10049
"N001_PBMC_43_C4_P1"	"N001"	"PBMC"	43	"C4"	"P1"	"CD56+ CD127-"	50.69	136932	812	1.36	1.64	30.38	246.84	0.01	0.28	249	154	133189	135133	279670	17	0	0	551745	276	0.01	0.05	18.89	104198	833	167584	0	178410	0	0	0	0	79348	180926	0	0	62852	0	7068
"N001_PBMC_43_C5_P1"	"N001"	"PBMC"	43	"C5"	"P1"	"CD56+ CD127-"	47.06	177632	1089	1.3	1.44	30.67	246.94	0.01	0.29	249	57	172453	175061	361006	5	0	0	767124	77	0.01	0.01	22.27	170809	1425	235227	0	226794	0	0	0	0	151693	272615	0	0	71305	0	9419
"N001_PBMC_43_C6_P1"	"N001"	"PBMC"	43	"C6"	"P1"	"CD56+ CD127-"	49.98	213907	1228	1.48	1.53	28.51	246.81	0.01	0.29	249	187	207701	211360	416610	190	0	0	833513	417	0.01	0.05	21.44	178717	1132	237579	0.02	263217	0	0	0	0	156103	292737	0	0	85158	0	11814
"N001_PBMC_43_C7_P1"	"N001"	"PBMC"	43	"C7"	"P1"	"CD56+ CD127-"	41.8	124576	935	1.32	1.52	37.17	246.07	0.01	0.29	249	326	120948	122610	247243	26	0	0	591434	177	0.01	0.03	20.99	124113	705	219875	0	158554	0	0	0	0	97316	205895	0	0	48889	0	8368
"N001_PBMC_43_C8_P1"	"N001"	"PBMC"	43	"C8"	"P1"	"CD56+ CD127-"	43.8	144995	1246	1.42	1.51	38.32	246.54	0.01	0.26	249	170	139855	142288	372503	17	0	0	850510	0	0.01	0	17.88	152032	1291	325958	0	217207	0	0	0	0	152049	246096	0	0	79899	0	7540
"N001_PBMC_43_C9_P1"	"N001"	"PBMC"	43	"C9"	"P1"	"CD56+ CD127-"	44.37	184031	1031	1.32	1.54	33.64	246.36	0.01	0.28	249	100	179219	181537	341507	58	0	0	769743	308	0.01	0.04	21.95	168957	1363	258913	0.01	217945	0	0	0	0	143897	271596	0	0	67793	0	10222
"N001_PBMC_43_C10_P1"	"N001"	"PBMC"	43	"C10"	"P1"	"CD56+ CD127-"	53.75	169712	1307	1.35	1.58	28.89	246.78	0.01	0.31	249	62	165038	167150	333247	82	0	0	619959	496	0.01	0.08	17.27	107044	1193	179090	0.01	215782	0	0	0	0	94727	182747	0	0	63693	0	10042
"N001_PBMC_43_C11_P1"	"N001"	"PBMC"	43	"C11"	"P1"	"CD56+ CD127-"	37.85	197436	1482	1.22	1.53	31.4	246.41	0.01	0.28	249	75	192692	194969	345591	36	0	0	913131	183	0.01	0.02	30.72	280549	910	286772	0	224617	0	0	0	0	238583	420865	0	0	56105	0	12523
"N001_PBMC_43_C12_P1"	"N001"	"PBMC"	43	"C12"	"P1"	"CD56+ CD127-"	42.41	222343	1081	1.21	1.39	37.38	246.78	0.01	0.28	249	242	214650	219399	501573	65	0	0	1182601	473	0.01	0.04	20.16	238405	1621	442085	0.01	290104	0	0	0	0	243795	370225	0	0	102060	0	13742
"N001_PBMC_43_D1_P1"	"N001"	"PBMC"	43	"D1"	"P1"	"CD56+ CD127-"	50.23	227617	2275	1.32	1.52	25.78	246.83	0.01	0.29	249	154	220046	223327	462607	40	0	0	920901	276	0.01	0.03	23.95	220534	1861	237444	0	271289	0	0	0	0	186138	346885	0	0	121999	0	13270
"N001_PBMC_43_D2_P1"	"N001"	"PBMC"	43	"D2"	"P1"	"CD56+ CD127-"	47.96	186185	1670	1.42	1.51	32.67	246.8	0.01	0.28	249	261	181853	183241	391826	16	0	0	816972	163	0.01	0.02	19.35	158093	1013	266874	0	249984	0	0	0	0	140810	262195	0	0	77965	0	8316
"N001_PBMC_43_D3_P1"	"N001"	"PBMC"	43	"D3"	"P1"	"CD56+ CD127-"	45.76	184779	1026	1.33	1.59	26.5	246.72	0.01	0.29	249	117	179452	182296	414107	10	0	0	905031	91	0.01	0.01	27.73	250959	1340	239864	0	242301	0	0	0	0	228519	377059	0	0	94865	0	9962
"N001_PBMC_43_D4_P1"	"N001"	"PBMC"	43	"D4"	"P1"	"CD56+ CD127-"	49.09	89931	727	1.37	1.47	32.12	246.55	0.01	0.28	249	117	86866	88486	180738	16	0	0	368207	37	0.01	0.01	18.78	69140	601	118276	0	120192	0	0	0	0	47830	121869	0	0	36802	0	4607
"N001_PBMC_43_D5_P1"	"N001"	"PBMC"	43	"D5"	"P1"	"CD56+ CD127-"	49.16	157010	911	1.38	1.54	23.37	246.53	0.01	0.29	249	105	151543	154646	324598	63	0	0	660350	264	0.01	0.04	27.42	181056	1348	154369	0.01	195500	0	0	0	0	141693	285838	0	0	82531	0	9367
"N001_PBMC_43_D6_P1"	"N001"	"PBMC"	43	"D6"	"P1"	"CD56+ CD127-"	52.53	45466	346	1.38	1.49	29.13	246.67	0.01	0.29	249	54	43978	44582	107212	6	0	0	204087	61	0.01	0.03	18.31	37361	484	59447	0	68100	0	0	0	0	19971	70829	0	0	26803	0	2912
"N001_PBMC_43_D7_P1"	"N001"	"PBMC"	43	"D7"	"P1"	"CD56+ CD127-"	49.88	197693	2049	1.44	1.4	32.28	246.85	0.01	0.31	249	30	190769	194102	456541	36	0	0	915306	275	0.01	0.03	17.82	163073	1512	295381	0	259462	0	0	0	0	159023	268934	0	0	115565	0	11178
"N001_PBMC_43_D8_P1"	"N001"	"PBMC"	43	"D8"	"P1"	"CD56+ CD127-"	55.03	136593	994	1.34	1.51	28.35	246.72	0.01	0.28	249	230	131752	134349	395327	29	0	0	718355	287	0.01	0.04	16.58	119096	1020	203616	0	216518	0	0	0	0	116060	197129	0	0	113451	0	8955
"N001_PBMC_43_D9_P1"	"N001"	"PBMC"	43	"D9"	"P1"	"CD56+ CD127-"	47.43	173574	913	1.34	1.41	32.49	246.93	0.01	0.29	249	227	168052	171162	357936	15	0	0	754639	75	0.01	0.01	20.07	151430	1272	245183	0	229185	0	0	0	0	132933	248860	0	0	66252	0	10303
"N001_PBMC_43_D10_P1"	"N001"	"PBMC"	43	"D10"	"P1"	"CD56+ CD127-"	48.53	161974	1087	1.32	1.66	28.85	246.75	0.01	0.28	249	1	155732	159519	363347	64	0	0	748675	299	0.01	0.04	22.57	169003	1367	215962	0.01	219685	0	0	0	0	151026	269551	0	0	78604	0	10204
"N001_PBMC_43_D11_P1"	"N001"	"PBMC"	43	"D11"	"P1"	"CD56+ CD127+"	44.52	181146	1097	1.24	1.49	29.13	246.78	0.01	0.29	249	217	174327	177930	410865	12	0	0	922774	92	0.01	0.01	26.33	242972	1902	268833	0	241092	0	0	0	0	214338	372217	0	0	96943	0	10835
"N001_PBMC_43_D12_P1"	"N001"	"PBMC"	43	"D12"	"P1"	"CD56+ CD127-"	41.32	115962	621	1.31	1.41	42.21	246.02	0.01	0.28	249	158	110991	114073	290236	20	0	0	702377	351	0.01	0.05	16.42	115312	1110	296458	0	167199	0	0	0	0	107440	188983	0	0	69263	0	7710
"7257_NLN_44_E1_P1"	"7257"	"NLN"	44	"E1"	"P1"	"CD56- CD127+"	60.21	227519	1741	1.43	1.58	22.16	246.94	0.01	0.29	249	193	221287	223880	490824	47	0	0	815124	326	0.01	0.04	17.57	143254	1705	180673	0.01	291899	0	0	0	0	138357	248716	0	0	116883	0	13827
"7257_NLN_44_E2_P1"	"7257"	"NLN"	44	"E2"	"P1"	"CD56- CD127+"	64.22	163651	1313	1.32	1.5	21.31	247.15	0.01	0.29	249	107	159242	161076	400816	26	0	0	624168	187	0.01	0.03	14.44	90136	1155	133003	0	238782	0	0	0	0	84261	165344	0	0	104334	0	8986
"7257_NLN_44_E3_P1"	"7257"	"NLN"	44	"E3"	"P1"	"CD56- CD127+"	65	163254	2195	1.26	1.61	25.18	247.01	0.01	0.3	249	0	156935	159213	532914	46	0	0	819821	328	0.01	0.04	9.77	80101	1846	206432	0.01	271814	0	0	0	0	111529	153913	0	0	165613	0	11449
"7257_NLN_44_E4_P1"	"7257"	"NLN"	44	"E4"	"P1"	"CD56- CD127+"	61.25	181767	1371	1.34	1.58	18.39	246.8	0.01	0.3	249	52	176708	179262	384152	94	0	0	627158	502	0.01	0.08	20.26	127081	1082	115329	0.01	230643	0	0	0	0	107200	211773	0	0	98750	0	10681
"7257_NLN_44_E5_P1"	"7257"	"NLN"	44	"E5"	"P1"	"CD56- CD127+"	45.48	29799	148	1.31	1.59	37.9	245.06	0.02	0.3	249	0	28686	29339	93934	28	0	0	206534	83	0.01	0.04	16.57	34216	312	78273	0.01	51091	0	0	0	0	17846	64012	0	0	34412	0	2462
"7257_NLN_44_E6_P1"	"7257"	"NLN"	44	"E6"	"P1"	"CD56- CD127+"	59.21	207311	1225	1.4	1.55	19.62	246.82	0.01	0.3	249	115	202821	204694	454749	45	0	0	768076	538	0.01	0.07	21.1	162051	1277	150693	0.01	268930	0	0	0	0	137008	269778	0	0	121928	0	11656
"7257_NLN_44_E7_P1"	"7257"	"NLN"	44	"E7"	"P1"	"CD56- CD127+"	72.86	71858	676	1.29	1.44	14.44	246.53	0.02	0.52	249	45	68952	70252	489804	184	0	0	672259	2488	0.02	0.37	12.3	82664	885	97119	0.03	111507	0	0	0	0	47193	164913	0	0	351970	0	4166
"7257_NLN_44_E8_P1"	"7257"	"NLN"	44	"E8"	"P1"	"CD56- CD127+"	54.46	55645	376	1.38	1.56	28.59	246.39	0.02	0.32	249	31	53768	54567	264681	26	0	0	486045	194	0.01	0.04	16.91	82184	671	138960	0.01	121640	0	0	0	0	62430	145051	0	0	111039	0	3537
"7257_NLN_44_E9_P1"	"7257"	"NLN"	44	"E9"	"P1"	"CD56- CD127+"	49.94	73270	357	1.39	1.59	30.65	246.55	0.01	0.3	249	84	70853	72324	181092	41	0	0	362630	290	0.01	0.08	19.32	70062	505	111145	0.01	111615	0	0	0	0	45158	127910	0	0	46906	0	4585
"7257_NLN_44_E10_P1"	"7257"	"NLN"	44	"E10"	"P1"	"CD56- CD127+"	60.74	187487	1402	1.35	1.55	19.29	246.91	0.01	0.29	249	303	183583	184538	362345	53	0	0	596581	418	0.01	0.07	19.89	118680	1244	115085	0.01	231119	0	0	0	0	93149	213178	0	0	79340	0	11785
"7257_NLN_44_E11_P1"	"7257"	"NLN"	44	"E11"	"P1"	"CD56- CD127+"	56.55	73984	846	1.32	1.61	26.85	246.81	0.01	0.28	249	37	70772	72097	400358	13	0	0	707932	283	0.01	0.04	16.55	117175	1004	190103	0	192300	0	0	0	0	132522	202575	0	0	127546	0	5428
"7257_NLN_44_E12_P1"	"7257"	"NLN"	44	"E12"	"P1"	"CD56- CD127+"	64.07	119465	798	1.33	1.44	15.44	246.9	0.01	0.28	249	105	116946	117780	278225	27	0	0	434231	87	0.01	0.02	20.45	88821	782	67071	0.01	170743	0	0	0	0	64647	159561	0	0	73104	0	7441
"7257_NLN_44_F1_P1"	"7257"	"NLN"	44	"F1"	"P1"	"CD56- CD127+"	56.1	141364	859	1.38	1.48	22.55	246.85	0.01	0.28	249	135	138308	139517	276600	24	0	0	493035	49	0.01	0.01	21.34	105202	853	111160	0	189154	0	0	0	0	89619	178783	0	0	38788	0	8392
"7257_NLN_44_F2_P1"	"7257"	"NLN"	44	"F2"	"P1"	"CD56- CD127+"	60.14	137194	902	1.3	1.57	20.31	246.96	0.01	0.28	249	92	134366	135210	323056	36	0	0	537152	322	0.01	0.06	19.49	104666	990	109072	0.01	197439	0	0	0	0	87607	185777	0	0	75572	0	9107
"7257_NLN_44_F3_P1"	"7257"	"NLN"	44	"F3"	"P1"	"CD56- CD127+"	62.12	210662	1200	1.29	1.5	18.94	246.99	0.01	0.31	249	191	206133	207999	425596	6	0	0	685173	137	0.01	0.02	18.92	129662	1272	129772	0	273379	0	0	0	0	112685	225400	0	0	88868	0	12284
"7257_NLN_44_F4_P1"	"7257"	"NLN"	44	"F4"	"P1"	"CD56- CD127+"	61.15	134817	1053	1.38	1.5	22.56	246.85	0.01	0.28	249	99	131467	132635	350141	10	0	0	572603	114	0.01	0.02	16.27	93191	1030	129147	0	202248	0	0	0	0	87742	162949	0	0	92785	0	7684
"7257_NLN_44_F5_P1"	"7257"	"NLN"	44	"F5"	"P1"	"CD56- CD127+"	61.11	139031	708	1.42	1.63	24.29	246.83	0.01	0.29	249	145	133831	136744	387415	52	0	0	633948	444	0.01	0.07	14.51	91989	1434	154048	0.01	217778	0	0	0	0	83575	167657	0	0	112423	0	10081
"7257_NLN_44_F6_P1"	"7257"	"NLN"	44	"F6"	"P1"	"CD56- CD127+"	61.33	156001	1501	1.5	1.47	24.43	246.98	0.01	0.28	249	120	150908	153488	371192	24	0	0	605264	121	0.01	0.02	14.21	86024	892	147903	0	220022	0	0	0	0	86818	158417	0	0	86402	0	11967
"7257_NLN_44_F7_P1"	"7257"	"NLN"	44	"F7"	"P1"	"CD56- CD127+"	60.84	124107	792	1.3	1.69	24.68	246.8	0.02	0.29	249	74	121215	122292	343266	52	0	0	564165	169	0.01	0.03	14.44	81440	949	139238	0.01	184721	0	0	0	0	64174	156548	0	0	117806	0	5760
"7257_NLN_44_F8_P1"	"7257"	"NLN"	44	"F8"	"P1"	"CD56- CD127+"	50.66	119388	480	1.46	1.44	33.53	246.39	0.02	0.33	249	106	116110	118053	277930	42	0	0	548624	274	0.01	0.05	15.75	86409	749	183969	0.01	165999	0	0	0	0	57305	157850	0	0	81582	0	7601
"7257_NLN_44_F9_P1"	"7257"	"NLN"	44	"F9"	"P1"	"CD56- CD127+"	65.63	236813	1569	1.34	1.49	21.75	247	0.01	0.27	249	176	229950	233243	580346	34	0	0	884306	354	0.01	0.04	12.57	111179	1825	192393	0	331691	0	0	0	0	156494	198735	0	0	129638	0	13372
"7257_NLN_44_F10_P1"	"7257"	"NLN"	44	"F10"	"P1"	"CD56- CD127+"	58.49	170186	1427	1.33	1.66	21.44	246.74	0.01	0.29	249	250	166079	167625	360666	6	0	0	616671	123	0.01	0.02	20.06	123706	884	132170	0	226075	0	0	0	0	108477	208865	0	0	76476	0	10521
"7257_NLN_44_F11_P1"	"7257"	"NLN"	44	"F11"	"P1"	"CD56- CD127+"	63.99	158864	1507	1.35	1.55	16.74	246.99	0.01	0.29	249	174	154623	155774	314184	50	0	0	491007	245	0.01	0.05	19.22	94365	1409	82163	0.01	200638	0	0	0	0	72911	169536	0	0	71119	0	9681
"7257_NLN_44_F12_P1"	"7257"	"NLN"	44	"F12"	"P1"	"CD56- CD127+"	63.28	135028	829	1.33	1.52	18.96	246.45	0.01	0.28	249	42	130041	133048	318894	22	0	0	503929	151	0.01	0.03	17.73	89322	1109	95540	0	190927	0	0	0	0	79897	157454	0	0	78000	0	7808
"7257_NLN_44_G1_P1"	"7257"	"NLN"	44	"G1"	"P1"	"CD56- CD127+"	50.55	124588	878	1.36	1.52	31.42	246.26	0.01	0.27	249	145	121038	122676	296290	60	0	0	586091	469	0.01	0.08	17.94	105138	889	184134	0.01	173647	0	0	0	0	96013	177198	0	0	68239	0	8386
"7257_NLN_44_G2_P1"	"7257"	"NLN"	44	"G2"	"P1"	"CD56- CD127+"	58.53	158915	910	1.3	1.44	22.82	246.72	0.01	0.28	249	192	154299	156381	399111	179	0	0	681925	819	0.01	0.12	18.5	126151	1432	155665	0.03	232101	0	0	0	0	125258	214358	0	0	94038	0	9782
"7257_NLN_44_G3_P1"	"7257"	"NLN"	44	"G3"	"P1"	"CD56- CD127+"	61.51	162806	956	1.4	1.6	20.59	246.95	0.01	0.3	249	65	158894	160574	366747	40	0	0	596256	358	0.01	0.06	17.83	106308	1211	122803	0.01	221717	0	0	0	0	93705	188592	0	0	88788	0	10338
"7257_NLN_44_G4_P1"	"7257"	"NLN"	44	"G4"	"P1"	"CD56- CD127+"	60.39	142399	935	1.4	1.56	22.27	246.93	0.01	0.29	249	156	139101	140202	312312	8	0	0	517164	52	0.01	0.01	17.33	89607	1106	115185	0	201071	0	0	0	0	77254	159457	0	0	64788	0	7094
"7257_NLN_44_G5_P1"	"7257"	"NLN"	44	"G5"	"P1"	"CD56- CD127+"	62.6	188811	1116	1.46	1.57	19.48	246.97	0.01	0.3	249	136	185147	186447	392321	63	0	0	626695	63	0.01	0.01	17.89	112140	1112	122108	0.01	238561	0	0	0	0	97557	200013	0	0	94797	0	11882
"7257_NLN_44_G6_P1"	"7257"	"NLN"	44	"G6"	"P1"	"CD56- CD127+"	60.94	129682	946	1.28	1.55	24.53	246.79	0.01	0.28	249	134	124922	127461	313139	6	0	0	513867	51	0.01	0.01	14.52	74617	1141	126054	0	184586	0	0	0	0	68797	137878	0	0	82335	0	6512
"7257_NLN_44_G7_P1"	"7257"	"NLN"	44	"G7"	"P1"	"CD56- CD127+"	60.17	180644	1629	1.31	1.57	21.6	246.86	0.01	0.32	249	135	176465	177652	414167	52	0	0	688283	413	0.01	0.06	18.17	125028	1228	148623	0.01	248963	0	0	0	0	110037	214903	0	0	102919	0	10760
"7257_NLN_44_G8_P1"	"7257"	"NLN"	44	"G8"	"P1"	"CD56- CD127+"	68.15	104225	589	1.34	1.56	22.32	246.58	0.02	0.29	249	55	101314	102770	317978	27	0	0	466581	187	0.01	0.04	9.49	44257	811	104132	0.01	164786	0	0	0	0	33001	88603	0	0	124574	0	7362
"7257_NLN_44_G9_P1"	"7257"	"NLN"	44	"G9"	"P1"	"CD56- CD127+"	61.99	188645	1652	1.35	1.52	21.66	247.02	0.01	0.28	249	150	183717	185527	422025	28	0	0	680779	204	0.01	0.03	16.32	111094	1316	147428	0	252208	0	0	0	0	101650	198891	0	0	106015	0	11096
"7257_NLN_44_G10_P1"	"7257"	"NLN"	44	"G10"	"P1"	"CD56- CD127+"	61.14	197219	1168	1.45	1.49	20.25	247	0.01	0.29	249	194	191959	194523	391571	3	0	0	640458	128	0.01	0.02	18.6	119109	1334	129647	0	242870	0	0	0	0	105852	204895	0	0	87062	0	11928
"7257_NLN_44_G11_P1"	"7257"	"NLN"	44	"G11"	"P1"	"CD56- CD127+"	61.6	221961	1752	1.42	1.59	22.06	247.03	0.01	0.29	249	72	214714	218209	527096	169	0	0	855732	599	0.01	0.07	16.26	139109	1928	188759	0.02	301975	0	0	0	0	140575	250295	0	0	134605	0	13925
"7257_NLN_44_G12_P1"	"7257"	"NLN"	44	"G12"	"P1"	"CD56- CD127+"	58.87	230212	1906	1.3	1.48	22.91	246.66	0.01	0.27	249	263	224557	226752	480097	18	0	0	815474	408	0.01	0.05	18.16	148107	1291	186844	0	293474	0	0	0	0	156380	246019	0	0	95052	0	13124
"7257_NLN_44_H1_P1"	"7257"	"NLN"	44	"H1"	"P1"	"CD56- CD127+"	65.84	127748	726	1.34	1.56	18.34	246.58	0.01	0.28	249	159	124357	125837	310268	43	0	0	471246	424	0.01	0.09	15.73	74110	1026	86401	0.01	182517	0	0	0	0	63089	139445	0	0	85230	0	6754
"7257_NLN_44_H2_P1"	"7257"	"NLN"	44	"H2"	"P1"	"CD56- CD127+"	50.97	96951	1277	1.29	1.49	32.9	246.15	0.01	0.28	249	127	94381	94753	244030	42	0	0	478772	144	0.01	0.03	16.09	77016	794	157540	0.01	146897	0	0	0	0	68628	133643	0	0	56293	0	6457
"7257_NLN_44_H3_P1"	"7257"	"NLN"	44	"H3"	"P1"	"CD56- CD127+"	61.59	178391	1130	1.39	1.69	14.5	246.95	0.01	0.29	249	213	173810	175647	389766	33	0	0	632855	127	0.01	0.02	23.89	151158	1401	91771	0.01	224011	0	0	0	0	114103	251268	0	0	120556	0	9948
"7257_NLN_44_H4_P1"	"7257"	"NLN"	44	"H4"	"P1"	"CD56- CD127+"	62.62	160526	1335	1.44	1.56	21.67	246.52	0.01	0.31	249	238	155697	157435	356319	47	0	0	568973	114	0.01	0.02	15.68	89221	1518	123272	0.01	213755	0	0	0	0	79059	161840	0	0	90162	0	9326
"7257_NLN_44_H5_P1"	"7257"	"NLN"	44	"H5"	"P1"	"CD56- CD127+"	61.7	116145	802	1.29	1.66	22.74	246.32	0.01	0.3	249	87	113687	114227	264846	6	0	0	429270	86	0.01	0.02	15.54	66704	1029	97628	0	160534	0	0	0	0	58059	126557	0	0	62292	0	6637
"7257_NLN_44_H6_P1"	"7257"	"NLN"	44	"H6"	"P1"	"CD56- CD127+"	61.83	112310	755	1.45	1.68	16.76	246.36	0.01	0.33	249	116	109512	110537	236000	52	0	0	381684	420	0.01	0.11	21.29	81243	902	63969	0.01	151927	0	0	0	0	56736	147321	0	0	52732	0	6547
"7257_NLN_44_H7_P1"	"7257"	"NLN"	44	"H7"	"P1"	"CD56- CD127+"	63.37	120323	632	1.3	1.5	19.47	246.43	0.01	0.33	249	38	117113	118421	277418	25	0	0	437808	131	0.01	0.03	17.13	75010	1232	85224	0.01	160825	0	0	0	0	59022	140673	0	0	79032	0	6202
"7257_NLN_44_H8_P1"	"7257"	"NLN"	44	"H8"	"P1"	"CD56- CD127+"	66.05	99271	670	1.47	1.53	11.45	246.62	0.01	0.31	249	76	97333	97882	189160	82	0	0	286377	315	0.01	0.11	22.36	64029	643	32791	0.03	122588	0	0	0	0	37539	118054	0	0	46794	0	5426
"7257_NLN_44_H9_P1"	"7257"	"NLN"	44	"H9"	"P1"	"CD56- CD127+"	76.8	115209	458	1.42	1.85	14.39	246.45	0.01	0.29	249	74	112565	113895	321946	71	0	0	419210	251	0.01	0.06	8.74	36633	782	60309	0.02	180439	0	0	0	0	59797	77155	0	0	82755	0	6806
"7267_PBMC_44_A9_P1"	"7267"	"PBMC"	44	"A9"	"P1"	"CD56+ CD127-"	53.71	170410	1240	1.51	1.51	21.79	246.69	0.01	0.28	249	148	164478	167717	391618	28	0	0	729106	219	0.01	0.03	24.47	178386	1305	158855	0	222871	0	0	0	0	148635	294308	0	0	107757	0	9686
"7267_PBMC_44_A10_P1"	"7267"	"PBMC"	44	"A10"	"P1"	"CD56+ CD127-"	57.32	154712	924	1.36	1.58	23.36	246.83	0.01	0.28	249	104	149930	152669	360719	5	0	0	629282	63	0.01	0.01	19.31	121532	1015	146963	0	212599	0	0	0	0	105210	204813	0	0	94072	0	8569
"7267_PBMC_44_A12_P1"	"7267"	"PBMC"	44	"A12"	"P1"	"CD56+ CD127-"	64.25	66206	449	1.26	1.59	19.43	246.76	0.01	0.28	249	25	64005	65314	159045	12	0	0	247544	272	0.01	0.11	16.21	40136	418	48079	0	99781	0	0	0	0	29124	76392	0	0	38715	0	3896
"7267_PBMC_44_B1_P1"	"7267"	"PBMC"	44	"B1"	"P1"	"CD56+ CD127+"	63.54	69779	742	1.24	1.71	27.17	246.27	0.01	0.27	249	3	67401	68439	241783	82	0	0	380510	304	0.01	0.08	9.19	34953	595	103388	0.02	134569	0	0	0	0	74476	72105	0	0	37160	0	4504
"7267_PBMC_44_B2_P1"	"7267"	"PBMC"	44	"B2"	"P1"	"CD56+ CD127-"	58.05	159239	1244	1.42	1.63	21.68	246.87	0.01	0.27	249	126	155752	157084	312568	37	0	0	538442	215	0.01	0.04	20.21	108838	785	116784	0.01	198804	0	0	0	0	92005	184424	0	0	64895	0	8422
"7267_PBMC_44_B3_P1"	"7267"	"PBMC"	44	"B3"	"P1"	"CD56+ CD127-"	53.62	187098	1438	1.3	1.48	24.67	246.87	0.01	0.31	249	48	182218	184603	370868	7	0	0	691716	69	0.01	0.01	21.7	150124	1009	170648	0	231186	0	0	0	0	125855	245294	0	0	83761	0	10220
"7267_PBMC_44_B4_P1"	"7267"	"PBMC"	44	"B4"	"P1"	"CD56+ CD127-"	51.64	64163	267	1.42	1.45	28.07	246.11	0.03	0.46	249	3	62014	63214	256903	17	0	0	497504	497	0.01	0.1	20.19	100451	679	139636	0	101865	0	0	0	0	60765	167583	0	0	137637	0	3725
"7267_PBMC_44_B5_P1"	"7267"	"PBMC"	44	"B5"	"P1"	"CD56+ CD127-"	53.63	171659	1295	1.3	1.67	25.59	246.9	0.01	0.27	249	122	166476	169199	392901	3	0	0	732581	73	0.01	0.01	20.77	152135	1043	187469	0	237270	0	0	0	0	142441	245805	0	0	86529	0	8950
"7267_PBMC_44_B6_P1"	"7267"	"PBMC"	44	"B6"	"P1"	"CD56+ CD127-"	53.09	230415	1520	1.37	1.44	21.52	246.95	0.01	0.28	249	161	223804	227584	446776	0	0	0	841549	84	0.01	0.01	25.38	213568	1150	181121	0	279535	0	0	0	0	193514	331676	0	0	89095	0	12662
"7267_PBMC_44_B7_P1"	"7267"	"PBMC"	44	"B7"	"P1"	"CD56+ CD127-"	51.23	199620	1060	1.32	1.46	27.78	246.96	0.01	0.29	249	74	193361	197279	410097	14	0	0	800473	240	0.01	0.03	20.95	167707	1207	222415	0	250911	0	0	0	0	146868	267129	0	0	92501	0	11943
"7267_PBMC_44_B8_P1"	"7267"	"PBMC"	44	"B8"	"P1"	"CD56+ CD127+"	45.02	136102	1051	1.25	1.58	38.47	246.45	0.01	0.25	249	10	132114	134537	358760	6	0	0	796840	159	0.01	0.02	16.49	131397	504	306518	0	215221	0	0	0	0	159890	220592	0	0	39424	0	11517
"7267_PBMC_44_B9_P1"	"7267"	"PBMC"	44	"B9"	"P1"	"CD56+ CD127-"	46.05	178288	1410	1.47	1.48	35.61	246.31	0.01	0.3	249	129	169884	175649	474534	26	0	0	1030372	618	0.01	0.06	18.27	188246	1100	366948	0	244012	0	0	0	0	170236	300009	0	0	154078	0	12271
"7267_PBMC_44_B10_P1"	"7267"	"PBMC"	44	"B10"	"P1"	"CD56+ CD127-"	54.09	125901	782	1.31	1.66	25.55	246.91	0.01	0.29	249	148	120833	123846	318746	36	0	0	589284	118	0.01	0.02	20.34	119835	1125	150549	0.01	187436	0	0	0	0	103952	205974	0	0	78957	0	6161
"7267_PBMC_44_B11_P1"	"7267"	"PBMC"	44	"B11"	"P1"	"CD56+ CD127+"	49.41	211448	1614	1.26	1.55	24.23	246.99	0.01	0.28	249	122	205626	208442	413262	19	0	0	836371	84	0.01	0.01	26.34	220291	1270	202715	0	251652	0	0	0	0	193176	344310	0	0	91824	0	10539
"7267_PBMC_44_B12_P1"	"7267"	"PBMC"	44	"B12"	"P1"	"CD56+ CD127-"	55.66	189189	748	1.23	1.68	26.22	246.76	0.01	0.26	249	113	183294	187607	390958	49	0	0	702460	211	0.01	0.03	18.08	127001	721	184241	0.01	257065	0	0	0	0	150209	210282	0	0	35439	0	11381
"7267_PBMC_44_C1_P1"	"7267"	"PBMC"	44	"C1"	"P1"	"CD56+ CD127-"	67.51	150629	1223	1.33	1.47	19.19	246.68	0.01	0.27	249	156	147031	148668	334701	40	0	0	495780	198	0.01	0.04	13.25	65693	582	95148	0.01	208986	0	0	0	0	89271	120773	0	0	50514	0	9395
